role,title,company,city_clean,region,country,job_count
Business Analyst,Business Analyst (m/w/d) EE Krankenhaus,AOK Systems GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst / Berater (m/w/d) im Privatkundenmanagement,AOK Systems GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst Girocard Autorisierung (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,Business Analyst (m/w/d) Finance,jobtimum GmbH Personalvermittlung,Bremen,,Germany,1
Business Analyst,Business Analyst für die Entwicklung integrierter Wertp ...,Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,Controlling Business Analyst (m/w/d) Vertriebscontrolling,DGL Services GmbH,Dortmund,,Germany,1
Business Analyst,Controlling Business Analyst (m/w/d) Vertriebscontrolling,DGL Services GmbH,Lingen (Ems),,Germany,1
Business Analyst,Business Analyst (m/w/d) Online Accounting,Wolters Kluwer Tax & Accountin g Deutschland GmbH,Ludwigsburg,Württemberg,Germany,1
Business Analyst,Business Analyst (m/w/d),MSM Walsrode GmbH & Co. KG,Walsrode,,Germany,1
Business Analyst,Business Analyst (m/w/d) Schwerpunkt logistisches Standortcontrolling,DGL Services GmbH,Lingen (Ems),,Germany,1
Business Analyst,Business Analyst (m/w/d) Schwerpunkt logistisches Standortcontrolling,DGL Services GmbH,Geesthacht,,Germany,1
Business Analyst,Business Analyst (m/w/d) Schwerpunkt logistisches Standortcontrolling,DGL Services GmbH,Dortmund,,Germany,1
Business Analyst,Business Analyst:in (w/m/d) für Windkraft- und Photovoltaikanlagen - Remote,node.energy GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst / Implementation Coordinator (m/f/d)*,Münchener Rückversicherungs AG,München,,Germany,1
Business Analyst,(Senior-) BI Business Analyst:in (w/m/d),IBYKUS AG für Informationstechnologie,Erfurt,,Germany,1
Business Analyst,Business Analyst OSPlus Versicherungsprozesse (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst (m/w/d) - Finanz Informatik,Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Senior Business Analyst Versicherung  (w|m|d),ADAC Versicherung AG,München,,Germany,1
Business Analyst,IT Business Analyst - Kontoführung Kernbanksystem (w/m/d),Aareal Bank AG,Wiesbaden,,Germany,1
Business Analyst,Business Analyst Girocard Autorisierung (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst (m/w/d) - Finanz Informatik,Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Senior Business Analyst:in im Consulting,viadee Unternehmensberatung AG,Münster,Westfalen,Germany,1
Business Analyst,Business Analyst (m/w/d) ServiceNow für ITSM,Dirk Rossmann GmbH,Burgwedel,,Germany,1
Business Analyst,Praktikum Business Analyst,Deutsche Telekom AG,Berlin,,Germany,1
Business Analyst,Business Analyst (all gender),ALTEN Consulting Services GmbH,Hamburg,,Germany,1
Business Analyst,Projektmanager/Business Analyst (m/w/d) Schwerpunkt Reporting,Dirk Rossmann GmbH,Burgwedel,,Germany,1
Business Analyst,"Business Analyst (m/w/d) - ID: 151, Fürth",SINTEC Informatik GmbH,Fürth,Bayern,Germany,1
Business Analyst,Business Analyst (m/w/d) – Finance / Tax / Process,digatus personal GmbH,Erlangen,,Germany,1
Business Analyst,Business Analyst – Banking & Regulatory Reporting (w/m/d),Lucke EDV GmbH,Karl,,Germany,1
Business Analyst,Controller Business Analyst (m/w/d),HAIX Schuhe Produktions & Vertriebs GmbH,Mainburg,,Germany,1
Business Analyst,IT Business Analyst - Salesforce / Automation (m/w/d),Workwise GmbH,Pforzheim,,Germany,1
Business Analyst,Business Analyst Expert Digitale Identitäten (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst (m/w/d) – Finance / Tax / Process,digatus personal GmbH,Berlin,,Germany,1
Business Analyst,Business Analyst (m/w/d) Digitalisierung mit Schwerpunkt Finanzbuchhaltung,KKH Kaufmännische Krankenkasse,Hannover,,Germany,1
Business Analyst,Business Analyst/in (m/w/d) Schwerpunkt: Cost Analytics & Planning,ZOLL CMS GmbH,Köln,,Germany,1
Business Analyst,Wirtschaftsinformatiker als Business Analyst MES (m/w/d),akut... Kompetente Lösungen GmbH,Biberach An Der Riß,,Germany,1
Business Analyst,Business-Analyst (m/w/d) im Umfeld Beratungsprozesse - A ...,Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,Sozialversicherungsfachangestellte als Business Analyst (m/w/d) Schwerpunkt Privatkundenmanagement,AOK Systems GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst Energiewirtschaft / MAKO-Prozesse (m/w/d),DTM Elite Consulting GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst (m/w/d) – Finance / Tax / Process,digatus personal GmbH,Stuttgart,,Germany,1
Business Analyst,Business Analyst CRM (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen,,Germany,1
Business Analyst,Senior Business Analyst - UX Engineer (w|m|d),ADAC Versicherung AG,München,,Germany,1
Business Analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik,Münster,Westfalen,Germany,1
Business Analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik,Münster,Westfalen,Germany,1
Business Analyst,IT Business Analyst (m/w/d) Kundendaten und Vertriebssysteme,LVM Versicherung,Münster,Westfalen,Germany,1
Business Analyst,IT Business Analyst (m/w/d),WeMatch.,Freiburg Im Breisgau,,Germany,1
Business Analyst,Business Analyst / Consultant QM Systems (m/w/d),HOMANN Feinkost GmbH,Bad Essen,,Germany,1
Business Analyst,(Junior) Business Analyst (m/w/d),Hansefit GmbH,Bremen,,Germany,1
Business Analyst,Business Analyst Risikokreditbearbeitung (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Senior Business Analyst (m/f/d) Payments,equensWorldline SE Germany,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst / IT-Prozessmanager (m/w/d) – Digitalisierung & KI,VOLTARIS GmbH,Merzig,,Germany,1
Business Analyst,Senior Technical Business Analyst (m/f/d),Riverty Group GmbH,Berlin,,Germany,1
Business Analyst,IT Business Analyst (all genders),BSI,Düsseldorf,,Germany,1
Business Analyst,Business Analyst / Prozessexperte für Lebens- und Rentenversicherung (m/w/d),Stuttgarter Versicherung,Stuttgart,,Germany,1
Business Analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik,Hannover,,Germany,1
Business Analyst,Business Analyst für die Entwicklung integrierter Wertpapierpartnerprozesse (m/w/d),Finanz Informatik,Münster,Westfalen,Germany,1
Business Analyst,Business Analyst Expert Digitale Identitäten (m/w/d),Finanz Informatik,Hannover,,Germany,1
Business Analyst,Business-Analyst (m/w/d) im Umfeld Beratungsprozesse - Absicherung,Finanz Informatik,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst Wertpapierabwicklung – Konditionen & Prozesse (m/w/d),Deutsche WertpapierService Bank AG,Frankfurt Am Main,,Germany,1
Business Analyst,ERP Application Specialist / Business Analyst (m/w/d),AMARI Metall Deutschland GmbH & Co. KG,Wakendorf Ii,,Germany,1
Business Analyst,Financial Business Analyst BI & Controlling  (m/w/d),Toolport GmbH,Norderstedt,,Germany,1
Business Analyst,Changemanager & Organisationsentwickler (w/m/d),Schwarz Produktion Stiftung & Co. KG,Weißenfels,Saale,Germany,1
Business Analyst,Senior SAP FI/CO Business Analyst (m/w/d),AMADEUS FIRE AG,Köln,,Germany,1
Business Analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,Business Analyst (m/w/d) businessplus,kfzteile24,Langula,,Germany,1
Business Analyst,Referent Strategie & Controlling / Business Analyst (w/m/d),Actemium Cegelec West GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Werkstudierende (m/w/d) Business Analyst,Finanz Informatik GmbH & Co. KG,Münster,Westfalen,Germany,1
Business Analyst,Business Analystin für Infrastrukturprojekte & Gleichstromleitungen (m/w/d) 10823,50Hertz Transmission GmbH AD Berlin,Berlin,,Germany,1
Business Analyst,Business Analyst (m/w/d) Lebensversicherung Systeme und Schnittstellen,R+V Allgemeine Versicherung AG,Wiesbaden,,Germany,1
Business Analyst,(Junior) Business Analyst Versicherungssoftware Commission (all genders),msg nexinsure ag,Köln,,Germany,1
Business Analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik GmbH & Co. KG,Münster,Westfalen,Germany,1
Business Analyst,Senior Business Analyst Wertpapierservice (m/w/d),Landesbank Baden-Württemberg ADöR,Stuttgart,,Germany,1
Business Analyst,Business Analyst im Bereich ERP & Eco Systeme (m/w/d),SimonsVoss Technologies GmbH,Unterföhring,,Germany,1
Business Analyst,Business Analyst Analytical Software (m/w/d),Roche Diagnostics GmbH,Penzberg,,Germany,1
Business Analyst,Business Analyst OSPlus Versicherungsprozesse (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,Business Analyst Supplier Operations (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen,,Germany,1
Business Analyst,Senior Business Analyst / Prozessmanager / Projektleiter (m/w/d),HanseMerkur,Hamburg,,Germany,1
Business Analyst,Business Analyst THINC (m/w/d),Investitions- und Förderbank Niedersachsen - NBank,Hannover,,Germany,1
Business Analyst,Sales Manager / Business Analyst (m/w/d),Kandelium GmbH,Bad Hönningen,,Germany,1
Business Analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst für die Entwicklung integrierter Wertpapierpartnerprozesse (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,Senior IT Business Analyst (m/w/d),AMADEUS FIRE AG,Köln,,Germany,1
Business Analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,"Wir suchen Business Analysten (m,w,d) größtenteils remote",DTM Elite Consulting GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,IT SAP FICO Business Analyst (m/w/d),TK Elevator GmbH,Neuhausen Auf Den Fildern,,Germany,1
Business Analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik,Münster,Westfalen,Germany,1
Business Analyst,Business Analyst Generative Artificial Intelligence (m/w/d),Finanz Informatik GmbH & Co. KG,Münster,Westfalen,Germany,1
Business Analyst,Business Analyst – Digital Services (m/w/d) Voll- o. Teilzeit,Techem,Eschborn,Taunus,Germany,1
Business Analyst,Business Analyst Firmenkunden (m/w/d),Finanz Informatik GmbH & Co. KG,Münster,Westfalen,Germany,1
Business Analyst,"Senior Business Analyst / Prozessmanager / Projektleiter (m/w/d), Hauptverwaltung",HanseMerkur Krankenversicherung AG,Hamburg,,Germany,1
Business Analyst,IT-Business Analyst / Feature-Engineer Conversational AI (w/m/d),ING Deutschland,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst (m/w/d) - Cyber Advisory / Compliance,EWERK,Leipzig,,Germany,1
Business Analyst,Sozialversicherungsfachangestelle (m/w/d) als Business Analysten,AOK Systems GmbH,Bonn,,Germany,1
Business Analyst,Business Analyst Financial Systems (m/w/d),AIDA Cruises,Rostock,,Germany,1
Business Analyst,IT Business Analyst (m/w/d) – CRM-System (Salesforce),R+V Allgemeine Versicherung AG,Wiesbaden,,Germany,1
Business Analyst,IT Business Analyst für das Produkt Kasse/POS,REWE digital GmbH,Köln,,Germany,1
Business Analyst,Business Analyst - Configuration Management (d/f/m),Airbus Operations GmbH Werk Bremen,Hamburg,,Germany,1
Business Analyst,Business Analyst (m/w/d) Commerzbank Kundencenter,Commerz Direktservice GmbH,Duisburg,,Germany,1
Business Analyst,Business Analyst (m/w/d) AI Contact Center,SIGNAL IDUNA Krankenversicherung a. G.,Dortmund,,Germany,1
Business Analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst / Consultant Cloud Integration (m/w/d),Deloitte GmbH,Berlin,,Germany,1
Business Analyst,"Business Analyst (m/w/d), INIT - Karlsruhe","INIT Innovative Informatikanwendungen in Transport-, Verkehrs- und Leitsystemen GmbH",Karlsruhe,Baden,Germany,1
Business Analyst,IT Business Analyst (m/w/d) ♦♦ VZ • flexible AZ • ab 52.000€ / Jahr ♦♦,PAM - Personal- und Auftragsma nagement,Barleben,,Germany,1
Business Analyst,Business Analyst (w/m/d) im Regulatorischen Reporting,Frankfurter Sparkasse,Frankfurt Am Main,,Germany,1
Business Analyst,IT Business Analyst Payments (w/m/d),Aareal Bank AG,Wiesbaden,,Germany,1
Business Analyst,Business Analyst - Finance & Strategy (m/w/d),INTERPRINT GmbH,Arnsberg,Westfalen,Germany,1
Business Analyst,"Business Analyst Capital Management (m/w/d) / Schwerpunkt Forecasting & Pla..., Garching bei München",Deutsche Pfandbriefbank AG,Garching Bei München,,Germany,1
Business Analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Analyst (m/w/d) HR Digital,Dirk Rossmann GmbH,Burgwedel,,Germany,1
Business Analyst,IT Business Analyst / IT Consultant (m/w/d),DIS AG Germany,Heddesheim,Baden,Germany,1
Business Analyst,Business Analyst Eigenhandel - Schwerpunkt Fondszerlegung in SimCorp Dimension (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover,,Germany,1
Business Analyst,IT Business Analyst Production (m/w/d),Liebherr-EMtec GmbH,Kirchdorf An Der Iller,,Germany,1
Business Analyst,Business Analyst (w/m/d) Digitale Systeme am Standort Düsseldorf,Kassenärztliche Vereinigung Nordrhein,Düsseldorf,,Germany,1
Business Analyst,Business Analyst SAP Controlling (m/w/d) - Teilzeit (20h),Lorenz Personal GmbH   Co. KG,Nürnberg,Mittelfranken,Germany,1
Business Analyst,"IT Business Analyst (m/w/d) Kooperationsgeschäft & Partnernetzwerk,Hamburg,Rostock,Hanno...",IBB Institut für Berufliche Bildung AG,Dresden,,Germany,1
Business Analyst,"Business Analyst Logistik (m/w/d), Vorbach",Novem Car Interior Design GmbH,Vorbach,Oberpfalz,Germany,1
Business Analyst,Business Analyst - Finance & Strategy (m/w/d),Saverto,Hamburg,,Germany,1
Business Analyst,(Senior) Business Analyst (all genders) International (befristet),Kaufland e-commerce Services GmbH & Co. KG,Köln,,Germany,1
Business Analyst,(Junior) Business Analyst:in im Consulting,viadee Unternehmensberatung AG,Münster,Westfalen,Germany,1
Business Analyst,SAP Business Analyst (gn) Vollzeit/Teilzeit (hybrid),DKV Mobility,Ratingen,,Germany,1
Business Analyst,Business Analyst (m/w/d) SAP / Finanzen (Voll- oder Teilzeit),ROLAND Rechtsschutz Versicherungs-AG ( KÖLN ),Köln,,Germany,1
Business Analyst,Business Analyst (m/w/d) - Fokus D365 Finance & Supply Chain,AMADEUS FIRE AG,Düsseldorf,,Germany,1
Business Analyst,Business Analyst MES | M/W/D - Referenz 001031,consult16 GmbH,Biberach An Der Riß,,Germany,1
Business Analyst,Business Analyst Steuerliche Themen (m/w/d) | COBKOS,Atruvia AG,Münster,Westfalen,Germany,1
Business Analyst,Business Analyst - IT Komposit zentrale Themen (all genders),Provinzial,Düsseldorf,,Germany,1
Business Analyst,Business Analyst in IT-Projekten (w|m|d),BridgingIT GmbH,Berlin,,Germany,1
Business Analyst,Business Analyst / Consultant Enterprise Performance Management (m/w/d),Deloitte GmbH,Berlin,,Germany,1
Business Analyst,Jun. Experten/Referenten „Business Analyst für Analytics Anwendungen“  (m/w/d),Deutsche Post AG Zentrale,Bonn,,Germany,1
Business Analyst,(Senior) Consultant SAP Business Analyst (all genders),QUANTO Solutions,Heidelberg,Neckar,Germany,1
Business Analyst,Change Consultant / Organisationsentwickler:in,sprintfish communications GmbH & Co. KG,Lauf An Der Pegnitz,,Germany,1
Business Analyst,IT Business Analyst (gn) - Production,The Quality Group Gmbh,Langula,,Germany,1
Business Analyst,Business & Market Analyst Manager (m/w/d),PHOENIX Pharmahandel GmbH & Co. KG,Hanau,,Germany,1
Business Analyst,Business Analyst SAP CML & Banking Prozesse (m/w/d) im Team Core Banking,ITGAIN Consulting,Düsseldorf,,Germany,1
Business Analyst,SAP Business Analyst (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen,,Germany,1
Business Analyst,Business Analyst Datenmanagement - Schwerpunkt Datenqualitätsmanagement (m/w/d),Investitions- und Förderbank Niedersachsen - NBank,Hannover,,Germany,1
Business Analyst,"Business Analyst Capital Management (m/w/d) / Schwerpunkt Reporting & Analyse, Garching bei München",Deutsche Pfandbriefbank AG,Garching Bei München,,Germany,1
Business Analyst,Business Analyst (m/w/d) SimCorp Dimension (SCD) - Wertpapier- und Finanzprozesse,Deutsche WertpapierService Bank AG,Düsseldorf,,Germany,1
Business Analyst,Business Analyst KI-Projekte und KI-Agenten (w|m|d),BridgingIT GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Senior Business Analyst*in (m/w/d/-) - congstar GmbH,Deutsche Telekom AG,Bonn,,Germany,1
Business Analyst,IT Business Analyst Document Services (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,IT Business Analyst Archive Services (m/w/d),Finanz Informatik GmbH & Co. KG,Münster,Westfalen,Germany,1
Business Analyst,Business Analyst / Product Owner (m/w/d) OTC - Produktmanagement,Lucht Probst Associates GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Organisationsentwickler - Bankwesen / IT-Prozesse (m/w/d),Workwise GmbH,Burgthann,,Germany,1
Business Analyst,Business Analyst Prozesse und Steuerung (w/m/d) Projekt Umsetzung Annex VII,Guldberg GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Sachbearbeiter / Business Analyst Bestellwesen/Logistik und Vermögensrechnung (m/w/d),Sächsisches Staatsministerium der Finanzen,Dresden,,Germany,1
Business Analyst,CENDAS GmbH: Business Analyst / (UX-)Consultant – SaaS Product (m/w/d) - full remote,CENDAS GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Junior Business Controller/ Business Analyst/ Sales and Logistics Analyst (m/w/d),CHEFS CULINAR Nord-Ost GmbH & Co. KG,Neubrandenburg,Mecklenburg,Germany,1
Business Analyst,IT Business Analyst SAP SD & MM (m/w/d),Lange Uhren GmbH,Glashütte,Sachsen,Germany,1
Business Analyst,Business Controller / Business Analyst (m/w/d)*,Cobalt Deutschland,Ratingen,,Germany,1
Business Analyst,Digital SAP Business Analyst - Quality (QM) (d/f/m),Airbus Operations GmbH Werk Bremen,Hamburg,,Germany,1
Business Analyst,Business Controller / Analyst (m/w/d),Michael Page GmbH,Miesbach,,Germany,1
Business Analyst,(Junior) Business-Analyst (m/w/d) für die Bereiche Zahlungsverkehr und Wertpapierservice,DPS Holding,Stuttgart,,Germany,1
Business Analyst,Business Analyst (all genders) Toll Tribe,UNION TANK Eckstein GmbH & Co. KG,Kleinostheim,,Germany,1
Business Analyst,Cyber Analyst (m/w/d),Bundespolizeipräsidium,Rosenheim,Oberbayern,Germany,1
Business Analyst,Business Analyst Payment Check-Out Lösungen (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt Am Main,,Germany,1
Business Analyst,Business Performance Analyst (m/w/d) AIRBUS,"Orizon GmbH, Unit Aviation",Donauwörth,,Germany,1
Business Analyst,Analyst (m/w/d)*,Cobalt Deutschland,Tübingen,,Germany,1
Business Analyst,Junior AFC Analyst (m/w/d),Hays Professional Solutions GmbH,Köln,,Germany,1
Business Analyst,IT-Business Analyst / Feature-Engineer Conversational AI (w/m/d),ING Deutschland,Frankfurt Am Main,,Germany,1
Business Analyst,Datenanalyst (m/w/d),Techniker Krankenkasse,Hamburg,,Germany,1
Business Analyst,Credit Assessment Analyst / Kreditsachbearbeiter (m/w/d),Hays AG,Köln,,Germany,1
Business Analyst,Quantitativer Analyst (w/m/d),parcIT GmbH,Köln,,Germany,1
Business Analyst,Wirtschaftsjurist/ Rechtsanwalt (m/w/d),FINEOO Inhaber Eric Martin,Dortmund,,Germany,1
Business Analyst,Prozessmanager Logistik (w/m/d),Bw Bekleidungsmanagement GmbH,Sülzetal,,Germany,1
Business Analyst,Prozessmanager (m/w/d) in Vollzeit,Versorgungswerk der Landesärztekammer Hessen,Frankfurt Am Main,,Germany,1
Business Analyst,Technical Application Support Analyst (m/w/d),Hays Professional Solutions GmbH Standort Frankfurt,Frankfurt Am Main,,Germany,1
Business Analyst,IT-Business Analyst / Requirements Engineer - SAP (m/w/d),AXA Konzern AG,Köln,,Germany,1
Business Analyst,SCM Analyst (w/m/d),Brunel GmbH NL Mannheim,Mannheim,,Germany,1
Business Analyst,Business Analyst Banking (m|w|d) || working@mejuvante.com || 06196777170,MeJuvante GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Analyst Arzneimittelmarkt & Rabattverträge (m/w/d),spectrumK GmbH,Essen,Ruhr,Germany,1
Business Analyst,Pricing Analyst (m/w/d),CLAAS Service & Parts GmbH,Harsewinkel,,Germany,1
Business Analyst,SAP MM/ PP/ EWM Business Analyst (w/m/d),Rohde & Partner,Waldshut-Tiengen,,Germany,1
Business Analyst,Business Analyst Banking (m|w|d) || working@mejuvante.com || 06196777170,MeJuvante GmbH,Frankfurt Am Main,,Germany,1
Business Analyst,Mitarbeiter Qualitätssicherung / Prozessoptimierung (m/w/d),Privatmolkerei Bechtel,Schwarzenfeld,Oberpfalz,Germany,1
Business Analyst,Junior Projekt- & Prozessmanager (w/m/d),Kraft-Werke GmbH,Karben,,Germany,1
Business Analyst,Teamlead IT Business Analytics (m/w/d),Bartels-Langness Handelsgesellschaft mbH & Co. KG,Kiel,,Germany,1
Business Analyst,Complaint Analyst (m/w/d),Brunel GmbH NL Würzburg,Würzburg,,Germany,1
Business Analyst,Complaint Analyst (m/w/d),Brunel GmbH NL Würzburg,Würzburg,,Germany,1
Business Analyst,IT-Analyst/-in (m/w/d),cronn,Bonn,,Germany,1
Business Analyst,Systems Analyst (m/w/d),ERGO,Düsseldorf,,Germany,1
Business Analyst,Software Analyst (m/w/d),itestra,München,,Germany,1
Business Analyst,Business Controller Fernwärme (m/w/d),Stadtwerke Düsseldorf AG,Düsseldorf,,Germany,1
Business Analyst,Financial Analyst (m/w/d),HEICO Holding GmbH,Wiesbaden,,Germany,1
Business Analyst,Digitalisierungs- und Prozessmanager (m/w/d),Stadt Fürstenfeldbruck,Fürstenfeldbruck,,Germany,1
Business Analyst,Praktikum Business Analyse (m/w/d),HUK - COBURG,Coburg,,Germany,1
Business Analyst,RAM Analyst (m/w/d),Brunel GmbH NL Kiel,Kiel,,Germany,1
Business Analyst,IT Business Analyst (m/w/d)  Digitale Plattformlösungen & E-Commerce,PS Direkt GmbH   Co. KG,Köln,,Germany,1
Business Analyst,AI Business Analyst Künstliche Intelligenz - Öffentliche Verwaltung (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,Sankt Augustin,,Germany,1
Business Analyst,Business Application Analyst (m/w/d) für SAP,HANSAINVEST -Hanseatische Investment-GmbH,Hamburg,,Germany,1
Business Analyst,Digitalisierungs- und Prozessmanager (m/w/d),WiD Wohnen in Dresden GmbH & Co. KG,Dresden,,Germany,1
Business Analyst,Senior Business Systems Analyst  (m/w/d),Hays Professional Solutions GmbH,Marburg,,Germany,1
Business Analyst,Werkstudent Business Analytics & Operations (m/w/d),Mehnert GmbH,Erfurt,,Germany,1
Business Analyst,Referent Logistikprojekte und IT-Prozessmanagement (w/m/d),Salzgitter Flachstahl GmbH,Salzgitter,,Germany,1
Business Analyst,AIRBUS - Business Performance Analyst & Improver (m/w/d),DEKRA Arbeit GmbH,Donauwörth,,Germany,1
Business Analyst,Business Intelligence Developer (m/w/d),Ratiodata SE,Münster,Westfalen,Germany,1
Business Analyst,Technical IT-Analyst (m/w/d),MID,Nürnberg,Mittelfranken,Germany,1
Business Analyst,Asset Management Analyst (m/w/d),Essendi Germany GmbH,München,,Germany,1
Business Analyst,Praktikant Consulting (m/w/d),ENWITO GmbH,Dresden,,Germany,1
Business Analyst,"Werkstudent Organisationsentwicklung und Changekommunikation (w/m/d), Hamburg",Dataport Ausbildung und Studium,Hamburg,,Germany,1
Business Analyst,IT Requirements Engineer (m/w/d),FERCHAU GmbH Niederlassung Stuttgart Mobility,Stuttgart,,Germany,1
Business Analyst,Financial Analyst (m/w/d),HEICO Holding GmbH,Wiesbaden,,Germany,1
Business Analyst,Datenanalyst (m/w/d),Techniker Krankenkasse,Hamburg,,Germany,1
Business Analyst,Requirements Engineer (m/w/d),rola Security Solutions GmbH,Oberhausen,Rheinland,Germany,1
Business Analyst,Analytics Engineer (m/w/d),aquilliance GmbH,Hamburg,,Germany,1
Business Analyst,Kanzlei - Manager / Controller / Business Analyst / Betriebswirt (m/w/d),nowak & partner Part mbB,Dresden,,Germany,1
Business Analyst,Requirements Engineer (w/m/d),Valyue Consulting,München,,Germany,1
Business Analyst,Investment Analyst (m/w/d),AURELIUS Beteiligungsberatungs AG,München,,Germany,1
Business Analyst,Risikoanalyst für Meldewesen (w/m/d),parcIT GmbH,Köln,,Germany,1
Business Analyst,Werkstudent Kreditanalyse (m/w/d),Landeskreditbank Baden-Württemberg,Karlsruhe,Baden,Germany,1
Business Analyst,Business & Performance Specialist Quality / Business Partner Controlling (m/w/d),Vetter Pharma-Fertigung GmbH & Co. KG,Ravensburg,Württemberg,Germany,1
Business Analyst,IT Business Partner SAP (m/w/d),Rügenwalder Mühle,Bad Zwischenahn,,Germany,1
Business Analyst,Senior Analyst Operationelle Risiken (m/w/d),Hays AG,Frankfurt Am Main,,Germany,1
Business Analyst,Projekt- und Prozessmanager (m/w/d) - Schwerpunkt Digitalisierung,Stadtwerke Weimar GmbH,Weimar,Thüringen,Germany,1
Business Analyst,Prozessmanager IT - End-to-End-Geschäftsprozesse & Integration (m/w/d),BRUNATA-METRONA GmbH & Co. KG,München,,Germany,1
Business Analyst,Fachliche Steuerung / Prozessmanager (m/w/d) Sach-Haftpflicht Gewerbe,SIGNAL IDUNA Gruppe,Hamburg,,Germany,1
Business Analyst,IT-Supply Chain Planer (m/w/d),Bartels-Langness Handels GmbH & CoKG,Kiel,,Germany,1
Business Analyst,Investment Analyst / Associate (m/w/d) – Fokus: Buyouts,AURELIUS Beteiligungsberatungs AG,München,,Germany,1
Business Analyst,Pricing Specialist,DUNLOP Tyre Europe GmbH,Offenbach Am Main,,Germany,1
Business Analyst,Werkstudent IT & Business Analytics (m/w/d),OmniCult FarmConcept GmbH,Limburg An Der Lahn,,Germany,1
Business Analyst,Trainee IT & Business Analytics (m/w/d),OmniCult FarmConcept GmbH,Limburg An Der Lahn,,Germany,1
Business Analyst,Systems Analyst - Overarching P&C (m/w/d),ERGO,Düsseldorf,,Germany,1
Business Analyst,Business Intelligence Experte (m/w/d) in FESTANSTELLUNG (m/w/d),It-excelsus GmbH,Frankfurt Am Main,,Germany,1
